FRS_FACILITY_DETAIL_REPORT_URL,REGISTRY_ID,PRIMARY_NAME,LOCATION_ADDRESS,SUPPLEMENTAL_LOCATION,CITY_NAME,COUNTY_NAME,FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_NAME,POSTAL_CODE,FEDERAL_FACILITY_CODE,FEDERAL_AGENCY_NAME,TRIBAL_LAND_CODE,TRIBAL_LAND_NAME,CONGRESSIONAL_DIST_NUM,CENSUS_BLOCK_CODE,HUC_CODE,EPA_REGION_CODE,SITE_TYPE_NAME,LOCATION_DESCRIPTION,CREATE_DATE,UPDATE_DATE,US_MEXICO_BORDER_IND,PGM_SYS_ACRNMS,INTEREST_TYPES,NAICS_CODES,NAICS_CODE_DESCRIPTIONS,SIC_CODES,SIC_CODE_DESCRIPTIONS,CONVEYOR,COLLECT_DESC,REF_POINT_DESC,SOURCE_DESC,lat,long,id,input_address,match_indicator,match_type,matched_address,tiger_line_id,tiger_side
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110010675215,110000000000,SHADY ACRES MOBILE HOME PARK,2875 DOVER DRIVE,NA,BOULDER,BOULDER,NA,CO,COLORADO,NA,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,1-Mar-00,29-Dec-14,NA,ICIS:14926,FORMAL ENFORCEMENT ACTION,NA,NA,6515,OPERATORS OF RESIDENTIAL MOBILE HOME SITES,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,39.988377,-105.258194,938,"2875 DOVER DRIVE, BOULDER, COLORADO, 80302",Match,Non_Exact,"2875 DOVER DR, BOULDER, CO, 80305",188162735,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070072994,110000000000,SHANAHAN RIDGE TRAIL,2069 HARDSCRABBLE DR,NA,BOULDER,BOULDER,CO013,CO,COLORADO,USA,80305,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,10-Jul-17,NA,NA,NPDES:COR03R338,ICIS-NPDES NON-MAJOR,NA,NA,1611,"HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,39.96517,-105.258545,939,"2069 HARDSCRABBLE DR, BOULDER, COLORADO, 80305",Match,Exact,"2069 HARDSCRABBLE DR, BOULDER, CO, 80305",651774534,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110055167536,110000000000,SHANIDIIN FARM,6686 JAY RD,NA,BOULDER,BOULDER,CO013,CO,COLORADO,USA,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,5-Apr-13,1-Apr-16,NA,"NPDES:COG074362, NPDES:COR03M920",ICIS-NPDES NON-MAJOR,NA,NA,1799,"SPECIAL TRADE CONTRACTORS, NOT ELSEWHERE CLASSIFIED",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.05098,-105.19647,940,"6686 JAY RD, BOULDER, COLORADO, 80301",Match,Exact,"6686 JAY RD, BOULDER, CO, 80301",220759297,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001718026,110000000000,SHELDON CLNRS GBP INC,2560 BASELINE ROAD,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80305-3324,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,1-Mar-00,1-Jun-17,NA,"AIR:CO0000000801300266, AIRS/AFS:0801300266, EIS:795211, RCRAINFO:COD079777611","AIR EMISSIONS CLASSIFICATION UNKNOWN, AIR MINOR, UNSPECIFIED UNIVERSE",812320,DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED).,7216,"DRYCLEANING PLANTS, EXCEPT RUG CLEANING",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,40.000343,-105.26191,941,"2560 BASELINE ROAD, BOULDER, COLORADO, 80305-3324",Match,Exact,"2560 BASELINE RD, BOULDER, CO, 80305",220749795,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110003000582,110000000000,SHERWIN WILLIAMS AUTOMOTIVE FINISHES,3211 PEARL ST UNIT B,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,1-Mar-00,29-Dec-14,NA,RCRAINFO:COR000012492,UNSPECIFIED UNIVERSE,811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE.",NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.02406,-105.24988,942,"3211 PEARL ST UNIT B, BOULDER, COLORADO, 80301",Match,Exact,"3211 PEARL ST, BOULDER, CO, 80301",642890811,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002968799,110000000000,SHERWIN-WILLIAMS,1615 PEARL ST,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,1-Mar-00,26-Jan-12,NA,RCRAINFO:COD080374127,UNSPECIFIED UNIVERSE,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.019043,-105.27447,943,"1615 PEARL ST, BOULDER, COLORADO, 80302",Match,Exact,"1615 PEARL ST, BOULDER, CO, 80302",188159793,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110067678926,110000000000,SHERWIN-WILLIAMS #1638,3130 VALMONT RD,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,27-May-16,NA,NA,RCRAINFO:COR000241240,UNSPECIFIED UNIVERSE,444120,PAINT AND WALLPAPER STORES.,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,40.029194,-105.25203,944,"3130 VALMONT RD, BOULDER, COLORADO, 80301",Match,Exact,"3130 VALMONT RD, BOULDER, CO, 80301",188216202,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110010670997,110000000000,SHINING MOUNTAIN WALDORF SCHOOL,87 LOCUST AVE,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,803040551,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,1-Mar-00,5-Mar-13,NA,"ICIS:29304, NCDB:I08#19920210CO011 1","COMPLIANCE ACTIVITY, FORMAL ENFORCEMENT ACTION",NA,NA,8211,ELEMENTARY AND SECONDARY SCHOOLS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,945,"87 LOCUST AVE, BOULDER, COLORADO, 803040551",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011599378,110000000000,SHINING MOUNTAIN WALDORF SCHOOL,987 LOCUST AVENUE,NA,BOULDER,BOULDER,NA,CO,COLORADO,UNITED STATES,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,1-Mar-00,29-Dec-14,NA,NCDB:C08#A-S022092CO0111,COMPLIANCE ACTIVITY,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,946,"987 LOCUST AVENUE, BOULDER, COLORADO, 80302",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110010692839,110000000000,SHINING MOUNTAIN WALDORF SCHOOL,4301 BROADWAY,NA,BOULDER,BOULDER,NA,CO,COLORADO,NA,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,1-Mar-00,29-Dec-14,NA,ICIS:20570,FORMAL ENFORCEMENT ACTION,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,947,"4301 BROADWAY, BOULDER, COLORADO, 80301",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110056974706,110000000000,SIGHTLINE BUILDERS,6470 JAY RD,NA,BOULDER,BOULDER,NA,CO,COLORADO,NA,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,9-Feb-14,3-May-15,NA,ICIS:3400064943,ENFORCEMENT/COMPLIANCE ACTIVITY,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.05096,-105.20178,948,"6470 JAY RD, BOULDER, COLORADO, 80301",Match,Exact,"6470 JAY RD, BOULDER, CO, 80301",220759297,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110007252007,110000000000,SILCO OIL CO,6580 LOOKOUT ROAD,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,1-Mar-00,1-Jun-17,NA,"AIR:CO0000000801300479, AIRS/AFS:0801300479, EIS:681511","AIR EMISSIONS CLASSIFICATION UNKNOWN, AIR MINOR",447110,GASOLINE STATIONS WITH CONVENIENCE STORES.,5541,GASOLINE SERVICE STATIONS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.072792,-105.20017,949,"6580 LOOKOUT ROAD, BOULDER, COLORADO, 80301",Match,Exact,"6580 LOOKOUT RD, BOULDER, CO, 80301",645401480,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001392421,110000000000,SILCO OIL CO,4600 BROADWAY STREET,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80304-0510,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,1-Mar-00,1-Jun-17,NA,"AIR:CO0000000801300480, AIRS/AFS:0801300480, EIS:681611","AIR EMISSIONS CLASSIFICATION UNKNOWN, AIR MINOR",447110,GASOLINE STATIONS WITH CONVENIENCE STORES.,5541,GASOLINE SERVICE STATIONS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,40.058243,-105.28212,950,"4600 BROADWAY STREET, BOULDER, COLORADO, 80304-0510",Match,Exact,"4600 BROADWAY ST, BOULDER, CO, 80304",651772380,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001744453,110000000000,SILCO OIL CO.CN,1805 SOUTH FOOTHILLS HIGHWAY,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80303-7366,NA,NA,NA,NA,NA,NA,NA,8,STATIONARY,NA,1-Mar-00,7-Oct-16,NA,"AIR:CO0000000801300481, AIRS/AFS:0801300481",AIR MINOR,447110,GASOLINE STATIONS WITH CONVENIENCE STORES.,5541,GASOLINE SERVICE STATIONS,NA,NA,NA,NA,39.951813,-105.233025,951,"1805 SOUTH FOOTHILLS HIGHWAY, BOULDER, COLORADO, 80303-7366",Match,Exact,"1805 S FOOTHILLS HWY, BOULDER, CO, 80303",188207784,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110042354822,110000000000,"SILVER LINING BUILDERS, LLC",1255 PERIWINKLE DRIVE / PO BOX 7564,NA,BOULDER,BOULDER,NA,CO,COLORADO,NA,80306,NA,NA,NA,NA,NA,NA,NA,8,STATIONARY,NA,24-Nov-10,3-May-15,NA,ICIS:2200009948,ENFORCEMENT/COMPLIANCE ACTIVITY,236118,RESIDENTIAL REMODELERS.,1521,GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES,NA,NA,NA,NA,NA,NA,952,"1255 PERIWINKLE DRIVE / PO BOX 7564, BOULDER, COLORADO, 80306",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009562570,110000000000,SINCLAIR STA NO 05023,2375 CANYON BOULEVARD,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80302-5605,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,1-Mar-00,1-Jun-17,NA,"AIR:CO0000000801300502, AIR:CO0000000803100502, AIRS/AFS:0801300502, AIRS/AFS:0803100502, EIS:682811, RCRAINFO:COD983779273","AIR MINOR, UNSPECIFIED UNIVERSE",447110,GASOLINE STATIONS WITH CONVENIENCE STORES.,5541,GASOLINE SERVICE STATIONS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,40.01742,-105.26345,953,"2375 CANYON BOULEVARD, BOULDER, COLORADO, 80302-5605",Match,Exact,"2375 CANYON BLVD, BOULDER, CO, 80302",188162149,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038621195,110000000000,SIR SPEEDY PRINTING,2430 30TH ST,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,803011232,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,23-Jun-09,9-Jan-15,NA,"AIR:CO0000000801300198, AIRS/AFS:0801300198",AIR MINOR,"323111, 999999",COMMERCIAL GRAVURE PRINTING.,2752,"COMMERCIAL PRINTING, LITHOGRAPHIC",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,40.02569,-105.25368,954,"2430 30TH ST, BOULDER, COLORADO, 803011232",Match,Exact,"2430 30TH ST, BOULDER, CO, 80301",220750794,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110023152639,110000000000,"SIRNA THERAPEUTICS, INC.",2950 WILDERNESS PL,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,803012256,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,1-Dec-05,1-Jun-17,NA,"AIR:CO0000000801301310, AIRS/AFS:0801301310, BR:COD983794108, EIS:12827111, RCRAINFO:COD983794108, RCRAINFO:COR000202267","AIR EMISSIONS CLASSIFICATION UNKNOWN, AIR MINOR, HAZARDOUS WASTE BIENNIAL REPORTER, SQG","325412, 325413, 621511","IN-VITRO DIAGNOSTIC SUBSTANCE MANUFACTURING., MEDICAL LABORATORIES., PHARMACEUTICAL PREPARATION MANUFACTURING.",2834,PHARMACEUTICAL PREPARATIONS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.026684,-105.24754,955,"2950 WILDERNESS PL, BOULDER, COLORADO, 803012256",Match,Exact,"2950 WILDERNESS PL, BOULDER, CO, 80301",188162406,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038609440,110000000000,SOMATAGEN INC,5600 FLATIRON PKWY,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,803012866,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,23-Jun-09,7-Oct-16,NA,"AIR:CO0000000801300508, AIRS/AFS:0801300508",AIR MINOR,325414,BIOLOGICAL PRODUCT (EXCEPT DIAGNOSTIC) MANUFACTURING.,2836,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.023907,-105.22428,956,"5600 FLATIRON PKWY, BOULDER, COLORADO, 803012866",Match,Exact,"5600 FLATIRON PKWY, BOULDER, CO, 80301",188216840,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110017121782,110000000000,SOMATOGEN INC,5797 CENTRAL AVE,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,11-Mar-04,26-Jan-12,NA,RCRAINFO:COR000001289,UNSPECIFIED UNIVERSE,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.023567,-105.221,957,"5797 CENTRAL AVE, BOULDER, COLORADO, 80301",Match,Exact,"5797 CENTRAL AVE, BOULDER, CO, 80301",220751075,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110062664193,110000000000,SOUTH BOULDER COLLECTION SYSTEM SIPHON 4,SH 93 MM 11.3 (2.3 MI FROM MP 9),NA,BOULDER,BOULDER,CO013,CO,COLORADO,NA,80303,NA,NA,NA,NA,2,80600000000000,10190005,8,STATIONARY,NA,7-Nov-14,11-Jan-16,NA,NPDES:COG074873,ICIS-NPDES NON-MAJOR,NA,NA,1799,"SPECIAL TRADE CONTRACTORS, NOT ELSEWHERE CLASSIFIED",ICIS,GPS - UNSPECIFIED,CENTER OF A FACILITY OR STATION,NA,NA,NA,958,"SH 93 MM 11.3 (2.3 MI FROM MP 9), BOULDER, COLORADO, 80303",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064770680,110000000000,SOUTH BOULDER COLLECTION SYSTEM SIPHON 4 REPLACEMENT CONTRACT 14961A,HWY 93 MP 9,NA,BOULDER,BOULDER,CO013,CO,COLORADO,USA,80303,NA,NA,NA,NA,2,80600000000000,10190005,8,STATIONARY,NA,11-Sep-15,7-Oct-15,NA,NPDES:COR03M663,ICIS-NPDES NON-MAJOR,NA,NA,1623,"WATER, SEWER, PIPELINE, AND COMMUNICATIONS AND POWER LINE CONSTRUCTION",ICIS,NA,NA,NA,NA,NA,959,"HWY 93 MP 9, BOULDER, COLORADO, 80303",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110058281167,110000000000,SOUTH BOULDER CREEK AND VALMONT RD,SOUTH BOULDER CREEK AND VALMONT R,NA,BOULDER,BOULDER,CO013,CO,COLORADO,NA,80304,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,5-Apr-14,11-Jan-16,NA,NPDES:COG074716,ICIS-NPDES NON-MAJOR,NA,NA,1799,"SPECIAL TRADE CONTRACTORS, NOT ELSEWHERE CLASSIFIED",ICIS,GPS - UNSPECIFIED,CENTER OF A FACILITY OR STATION,NA,NA,NA,960,"SOUTH BOULDER CREEK AND VALMONT R, BOULDER, COLORADO, 80304",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110057200372,110000000000,SOUTH BOULDER RECREATION FACILITY,1360 GILLASPIE DR,NA,BOULDER,BOULDER,CO013,CO,COLORADO,NA,80305,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,7-Mar-14,11-Jan-16,NA,NPDES:COG603237,ICIS-NPDES NON-MAJOR,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,39.975204,-105.24927,961,"1360 GILLASPIE DR, BOULDER, COLORADO, 80305",Match,Exact,"1360 GILLASPIE DR, BOULDER, CO, 80305",188163911,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070740643,110000000000,SOUTH BOULDER ROAD CONCRETE PANEL REPLACEMENTS,SOUTH BOULDER RD. + 76TH ST.,NA,BOULDER,BOULDER,CO013,CO,COLORADO,USA,80303,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,4-May-20,NA,NA,NPDES:COR408623,ICIS-NPDES NON-MAJOR,NA,NA,1611,"HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS",ICIS,GPS - UNSPECIFIED,CENTER OF A FACILITY OR STATION,NA,NA,NA,962,"SOUTH BOULDER RD. + 76TH ST., BOULDER, COLORADO, 80303",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110020882972,110000000000,SOUTH OF YMCA BUILDING IN PARKING LOT,2150 28TH STREET,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,12-Apr-05,2-Apr-08,NA,AIRS/AQS:1697,AIR MONITORING SITE,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,963,"2150 28TH STREET, BOULDER, COLORADO, 80301",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002981569,110000000000,SOUTHERN HILLS JR. HIGH SCHOOL,1500 KNOX DR,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80303,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,1-Mar-00,26-Jan-12,NA,RCRAINFO:COD982648628,UNSPECIFIED UNIVERSE,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,NA,NA,964,"1500 KNOX DR, BOULDER, COLORADO, 80303",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069227358,110000000000,SPARK DEMO,3390 VALMONT RD,NA,BOULDER,BOULDER,CO013,CO,COLORADO,USA,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,3-Jun-16,3-Sep-16,NA,NPDES:COR03P459,ICIS-NPDES NON-MAJOR,NA,NA,1629,"HEAVY CONSTRUCTION, NOT ELSEWHERE CLASSIFIED",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,40.029198,-105.249596,965,"3390 VALMONT RD, BOULDER, COLORADO, 80301",Match,Exact,"3390 VALMONT RD, BOULDER, CO, 80301",220750757,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070097736,110000000000,SPARK TIMBERLOFTS,3303 BLUFF ST,NA,BOULDER,BOULDER,CO013,CO,COLORADO,NA,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,7-Aug-17,NA,NA,"NPDES:COG315462, NPDES:COG315578, NPDES:COG318016",ICIS-NPDES NON-MAJOR,NA,NA,"1794, 1799","EXCAVATION WORK, SPECIAL TRADE CONTRACTORS, NOT ELSEWHERE CLASSIFIED",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,966,"3303 BLUFF ST, BOULDER, COLORADO, 80301",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070202271,110000000000,SPARK WEST TOWNHOMES,3085 BLUFF ST,NA,BOULDER,BOULDER,CO013,CO,COLORADO,USA,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,2-Mar-18,NA,NA,"NPDES:COR03S159, NPDES:COR400080",ICIS-NPDES NON-MAJOR,NA,NA,1522,"GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.027576,-105.25259,41,"3085 BLUFF ST, BOULDER, COLORADO, 80301",Match,Exact,"3085 BLUFF ST, BOULDER, CO, 80301",188215989,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110020969022,110000000000,SPECIAL STUDY CO SITE LOCATED IN GRANDY'S RESTAURANT PARKING LOT,28TH & PEARL ST.,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,19-Apr-05,29-Dec-14,NA,AIRS/AQS:1707,AIR MONITORING SITE,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-NEAREST INTERSECTION,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,967,"28TH & PEARL ST., BOULDER, COLORADO, 80301",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110056996452,110000000000,SPECIFIC LOTS AT PAONIA ST AND BIG HORN ST,3015 KALMIA AVE,NA,BOULDER,BOULDER,CO013,CO,COLORADO,NA,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,9-Feb-14,11-Jan-16,NA,NPDES:COG074626,ICIS-NPDES NON-MAJOR,NA,NA,1799,"SPECIAL TRADE CONTRACTORS, NOT ELSEWHERE CLASSIFIED",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,40.040104,-105.25365,661,"3015 KALMIA AVE, BOULDER, COLORADO, 80301",Match,Exact,"3015 KALMIA AVE, BOULDER, CO, 80301",645401710,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002967139,110000000000,SPECTRA LOGIC,1700 N 55TH ST,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80307,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,1-Mar-00,26-Jan-12,NA,RCRAINFO:COD058072224,UNSPECIFIED UNIVERSE,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.018616,-105.2254,968,"1700 N 55TH ST, BOULDER, COLORADO, 80307",Match,Non_Exact,"1700 55TH ST, BOULDER, CO, 80301",220751091,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110020515575,110000000000,SPECTRALINK CORP,5755 CENTRAL AVE,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,21-Jan-05,31-Dec-15,NA,"ICIS:7263120, TRIS:80301SPCTR5755C","ENFORCEMENT/COMPLIANCE ACTIVITY, FORMAL ENFORCEMENT ACTION, TRI REPORTER",334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING.,3661,TELEPHONE AND TELEGRAPH APPARATUS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.02408,-105.22088,969,"5755 CENTRAL AVE, BOULDER, COLORADO, 80301",Match,Exact,"5755 CENTRAL AVE, BOULDER, CO, 80301",220751075,R
